#  WAVE                EFF
  300.0  0.000001581953984
  300.5  0.000000099800000
  301.0  0.000000545000000
  301.5  0.000000866000000
  302.0  0.000000137000000
  302.5  0.000000745000000
  303.0  0.000000377000000
  303.5  0.000004402442719
  304.0 -0.000000163000000
  304.5 -0.000000163000000
  305.0  0.000002475618094
  305.5 -0.000000766000000
  306.0 -0.000001138571388
  306.5  0.000000670000000
  307.0  0.000001947414858
  307.5 -0.000001174974022
  308.0  0.000001748680661
  308.5  0.000001517089840
  309.0 -0.000000207000000
  309.5 -0.000000043300000
  310.0  0.000001123244365
  310.5  0.000000309000000
  311.0  0.000001658686670
  311.5  0.000001253578084
  312.0  0.000003074679989
  312.5  0.000000930000000
  313.0  0.000000992000000
  313.5  0.000002691863629
  314.0  0.000002560041903
  314.5  0.000001541327656
  315.0  0.000001762992470
  315.5  0.000001767907816
  316.0  0.000000374000000
  316.5  0.000003445066686
  317.0  0.000001073099484
  317.5  0.000003013623646
  318.0 -0.000000135000000
  318.5  0.000003970735706
  319.0  0.000001535493939
  319.5  0.000001681248541
  320.0  0.000002416911884
  320.5  0.000002003262052
  321.0  0.000001416707382
  321.5  0.000001570871245
  322.0 -0.000000186000000
  322.5  0.000000637000000
  323.0  0.000001898321934
  323.5  0.000001981827809
  324.0  0.000000383000000
  324.5  0.000002102888684
  325.0 -0.000000258000000
  325.5 -0.000000536000000
  326.0 -0.000001102974347
  326.5  0.000000207000000
  327.0 -0.000001456112950
  327.5  0.000005004693521
  328.0  0.000000028600000
  328.5  0.000000112000000
  329.0 -0.000001423895301
  329.5  0.000000015700000
  330.0  0.000004354102712
  330.5  0.000001406299125
  331.0  0.000000373000000
  331.5  0.000002617048158
  332.0  0.000001331884996
  332.5  0.000000422000000
  333.0 -0.000000086900000
  333.5  0.000000151000000
  334.0  0.000001032983855
  334.5 -0.000000002540000
  335.0 -0.000000994000000
  335.5  0.000000188000000
  336.0  0.000000587000000
  336.5  0.000001999490923
  337.0  0.000000067200000
  337.5 -0.000000125000000
  338.0  0.000002580325236
  338.5  0.000002025358117
  339.0 -0.000000329000000
  339.5 -0.000002914358047
  340.0  0.000003199045896
  340.5  0.000002889606985
  341.0  0.000002090907219
  341.5  0.000002045970905
  342.0  0.000001963913674
  342.5  0.000001248445478
  343.0 -0.000000189000000
  343.5  0.000000102000000
  344.0  0.000000024100000
  344.5  0.000002565777977
  345.0  0.000000267000000
  345.5 -0.000001319980511
  346.0  0.000002754631569
  346.5  0.000002204611810
  347.0  0.000003231903247
  347.5  0.000002327176917
  348.0 -0.000000367000000
  348.5 -0.000000295000000
  349.0 -0.000001603509590
  349.5  0.000000883000000
  350.0  0.000003189893905
  350.5  0.000001955397893
  351.0  0.000000172000000
  351.5  0.000000572000000
  352.0  0.000001924860553
  352.5  0.000003424188471
  353.0  0.000001601621771
  353.5  0.000000197000000
  354.0  0.000003304650018
  354.5  0.000003206811380
  355.0  0.000001935508626
  355.5  0.000001568794105
  356.0  0.000003273772018
  356.5  0.000001833014103
  357.0 -0.000001536757482
  357.5  0.000002695299045
  358.0  0.000001373025298
  358.5  0.000003190380230
  359.0  0.000000384000000
  359.5  0.000002739357296
  360.0 -0.000001518578938
  360.5  0.000003535766737
  361.0  0.000006171840359
  361.5  0.000004720749566
  362.0  0.000004836171574
  362.5  0.000003992811253
  363.0  0.000002131428628
  363.5  0.000001850375847
  364.0  0.000006075933925
  364.5  0.000004393156269
  365.0  0.000003848798806
  365.5  0.000005404725089
  366.0  0.000004965373082
  366.5  0.000003099019232
  367.0  0.000001244207378
  367.5  0.000006082409527
  368.0  0.000003486911883
  368.5  0.000003335524234
  369.0  0.000003361961863
  369.5  0.000002028583549
  370.0  0.000001469083654
  370.5  0.000003713952028
  371.0  0.000004920177162
  371.5  0.000008239341551
  372.0  0.000009023479070
  372.5  0.000010219245450
  373.0  0.000009731634054
  373.5  0.000012848520420
  374.0  0.000010700732240
  374.5  0.000012791047340
  375.0  0.000012260415820
  375.5  0.000015808923640
  376.0  0.000015665045940
  376.5  0.000012143047060
  377.0  0.000010486037940
  377.5  0.000005797306076
  378.0  0.000005139799323
  378.5  0.000005149576464
  379.0  0.000003914622066
  379.5 -0.000000031300000
  380.0  0.000005158542190
  380.5  0.000006887915661
  381.0  0.000008496832452
  381.5  0.000017305227230
  382.0  0.000018855837410
  382.5  0.000022206832650
  383.0  0.000021937179840
  383.5  0.000018600155600
  384.0  0.000013429777460
  384.5  0.000011978033000
  385.0  0.000010233694920
  385.5  0.000005093422951
  386.0  0.000004546804994
  386.5  0.000004967902205
  387.0  0.000002726587700
  387.5  0.000001527286950
  388.0  0.000001973476465
  388.5  0.000001770533418
  389.0 -0.000002116513060
  389.5  0.000003675273038
  390.0  0.000000936000000
  390.5  0.000000252000000
  391.0  0.000002512325882
  391.5  0.000000190000000
  392.0  0.000002857035724
  392.5  0.000001430496341
  393.0  0.000001277945266
  393.5 -0.000001098656430
  394.0 -0.000001901663054
  394.5  0.000000038800000
  395.0  0.000002007272560
  395.5  0.000001284099562
  396.0  0.000002050697949
  396.5  0.000000952000000
  397.0 -0.000000180000000
  397.5  0.000002336393663
  398.0  0.000002276962041
  398.5 -0.000001829831454
  399.0  0.000006047608331
  399.5  0.000002811064478
  400.0  0.000000883000000
  400.5  0.000003437881533
  401.0  0.000002142991434
  401.5  0.000001604378631
  402.0 -0.000000691000000
  402.5  0.000004002387286
  403.0  0.000003546948719
  403.5  0.000002011636243
  404.0  0.000001713577512
  404.5  0.000000624000000
  405.0  0.000000892000000
  405.5  0.000001560754172
  406.0  0.000005098764086
  406.5  0.000002223360352
  407.0  0.000002791631268
  407.5  0.000002162372548
  408.0  0.000001328933140
  408.5  0.000000199000000
  409.0 -0.000000052200000
  409.5  0.000002187474165
  410.0  0.000003372651408
  410.5  0.000001530505688
  411.0  0.000001193679200
  411.5  0.000000992000000
  412.0  0.000000829000000
  412.5 -0.000000470000000
  413.0  0.000004125858250
  413.5  0.000003501485044
  414.0  0.000006976985605
  414.5  0.000011790337740
  415.0  0.000014312729470
  415.5  0.000019248145400
  416.0  0.000013878319880
  416.5  0.000018459648130
  417.0  0.000011393857420
  417.5  0.000009160579648
  418.0  0.000003544987412
  418.5  0.000003056683927
  419.0  0.000002037317900
  419.5  0.000000017600000
  420.0  0.000003227542911
  420.5 -0.000000242000000
  421.0  0.000002133464732
  421.5  0.000005423253169
  422.0  0.000002956865064
  422.5  0.000001305533660
  423.0  0.000000816000000
  423.5 -0.000000552000000
  424.0  0.000004621651024
  424.5  0.000003028659266
  425.0  0.000002218482405
  425.5  0.000002550381760
  426.0  0.000001565372950
  426.5  0.000002129484783
  427.0 -0.000002266632509
  427.5  0.000004775922280
  428.0  0.000001677531545
  428.5  0.000003151434066
  429.0  0.000003261948295
  429.5  0.000003998775792
  430.0  0.000000817000000
  430.5  0.000002697528980
  431.0  0.000004245783784
  431.5  0.000003566546948
  432.0  0.000003401113499
  432.5  0.000002920895349
  433.0  0.000001519603102
  433.5  0.000003633719462
  434.0  0.000003986120282
  434.5  0.000002601534070
  435.0  0.000001340353338
  435.5  0.000005971769569
  436.0  0.000004073558084
  436.5  0.000005175821716
  437.0  0.000003621423384
  437.5  0.000005274069263
  438.0  0.000006445851759
  438.5  0.000006530032260
  439.0  0.000006149269175
  439.5  0.000005686016520
  440.0  0.000006827069446
  440.5  0.000001871233690
  441.0  0.000003519424645
  441.5  0.000005632733810
  442.0  0.000002844144765
